id,label,conversation
672,Negative,"العميل: الصراف لا يدعم العملة الورقية الأجنبية التي أملكها.
الموظف: نأسف لذلك، وسنرفع طلب لتوفير الدعم لاحقًا."
673,Negative,"العميل: لم أتمكن من سحب العملات الصغيرة من الجهاز.
الموظف: نعتذر عن الإزعاج، سيتم تعبئة الفئات قريبًا."
674,Negative,"العميل: حاولت صرف فئات صغيرة ولم أتمكن.
الموظف: نقدر ملاحظتك، وسنتابع مع القسم المختص."
675,Negative,"العميل: محتاج فكة وما لقيت بأي جهاز.
الموظف: آسفين، وراح نبلغ الفريق الفني فوراً."
676,Negative,"العميل: محتاج فكة وما لقيت بأي جهاز.
الموظف: آسفين، وراح نبلغ الفريق الفني فوراً."
677,Neutral,"العميل: وش الفئات اللي يطلعها الصراف؟
الموظف: حسب الجهاز، بس أغلبها فيها خمسات وعشرات."
678,Neutral,"العميل: أقدر أغير دولار للصراف؟
الموظف: لا، لازم تروح للفرع حالياً."
679,Positive,"العميل: شكراً على دعم العملات الورقية المختلفة.
الموظف: تسلم، هدفنا راحتك."
680,Neutral,"العميل: وش الفئات اللي يطلعها الصراف؟
الموظف: حسب الجهاز، بس أغلبها فيها خمسات وعشرات."
681,Negative,"العميل: الصراف ما فيه فكة نهائي.
الموظف: نعتذر، بنشيك على الصراف ونعبيه بالفئات."
682,Positive,"العميل: الجهاز صرف لي الفئات المطلوبة تمامًا.
الموظف: ممتاز! يسعدنا أن الخدمة نالت رضاك."
683,Negative,"العميل: الصراف ما فيه فكة نهائي.
الموظف: نعتذر، بنشيك على الصراف ونعبيه بالفئات."
684,Positive,"العميل: الجهاز صرف لي الفئات المطلوبة تمامًا.
الموظف: ممتاز! يسعدنا أن الخدمة نالت رضاك."
685,Negative,"العميل: الصراف لا يدعم العملة الورقية الأجنبية التي أملكها.
الموظف: نأسف لذلك، وسنرفع طلب لتوفير الدعم لاحقًا."
686,Negative,"العميل: لم أتمكن من سحب العملات الصغيرة من الجهاز.
الموظف: نعتذر عن الإزعاج، سيتم تعبئة الفئات قريبًا."
687,Neutral,"العميل: ما هي الفئات الورقية المدعومة في أجهزة الصراف؟
الموظف: الأجهزة تدعم 5، 10، 50، و100 شيكل."
688,Negative,"العميل: حاولت صرف فئات صغيرة ولم أتمكن.
الموظف: نقدر ملاحظتك، وسنتابع مع القسم المختص."
689,Positive,"العميل: الجهاز صرف لي الفئات المطلوبة تمامًا.
الموظف: ممتاز! يسعدنا أن الخدمة نالت رضاك."
690,Negative,"العميل: لم أتمكن من سحب العملات الصغيرة من الجهاز.
الموظف: نعتذر عن الإزعاج، سيتم تعبئة الفئات قريبًا."
691,Negative,"العميل: حاولت صرف فئات صغيرة ولم أتمكن.
الموظف: نقدر ملاحظتك، وسنتابع مع القسم المختص."
692,Negative,"العميل: محتاج فكة وما لقيت بأي جهاز.
الموظف: آسفين، وراح نبلغ الفريق الفني فوراً."
693,Positive,"العميل: ممتاز، سحبت خمسات بدون مشاكل.
الموظف: حلو، وإن شاء الله دايم مرتاح معنا."
694,Positive,"العميل: سعدت بتوفر العملات الصغيرة في أجهزة الصراف.
الموظف: نحرص على راحة العملاء وتوفير جميع الفئات."
695,Neutral,"العميل: وش الفئات اللي يطلعها الصراف؟
الموظف: حسب الجهاز، بس أغلبها فيها خمسات وعشرات."
696,Positive,"العميل: شكراً على دعم العملات الورقية المختلفة.
الموظف: تسلم، هدفنا راحتك."
697,Negative,"العميل: الصراف ما فيه فكة نهائي.
الموظف: نعتذر، بنشيك على الصراف ونعبيه بالفئات."
698,Negative,"العميل: الصراف ما فيه فكة نهائي.
الموظف: نعتذر، بنشيك على الصراف ونعبيه بالفئات."
699,Neutral,"العميل: هل يمكنني صرف عملات أجنبية من الجهاز؟
الموظف: حالياً هذه الخدمة متاحة فقط في بعض الفروع."
700,Negative,"العميل: حاولت صرف فئات صغيرة ولم أتمكن.
الموظف: نقدر ملاحظتك، وسنتابع مع القسم المختص."
701,Positive,"العميل: أعجبني التحديث المستمر بحالة الشحنة.
الموظف: هذا أقل ما يمكن تقديمه، نحن هنا لخدمتك."
702,Positive,"العميل: شكراً على المتابعة لحد ما استلمتها.
الموظف: هذا واجبنا، بالتوفيق."
703,Negative,"العميل: وعدتوني بيومين، ولسه ما وصلت.
الموظف: نعتذر، وبنتابع مع مزود الخدمة."
704,Neutral,"العميل: هل يتم إرسال البطاقة إلى عنوان المنزل؟
الموظف: نعم، إلى العنوان المسجل في النظام."
705,Positive,"العميل: أعجبني التحديث المستمر بحالة الشحنة.
الموظف: هذا أقل ما يمكن تقديمه، نحن هنا لخدمتك."
706,Positive,"العميل: وصلت البطاقة بدري عن اللي قلتوه.
الموظف: حلو! الحمدلله إنها وصلت بسرعة."
707,Negative,"العميل: لم أتلقَّ أي تحديث بخصوص البطاقة.
الموظف: نعتذر، وسنقوم بإبلاغك فور توفر المعلومات."
708,Positive,"العميل: أعجبني التحديث المستمر بحالة الشحنة.
الموظف: هذا أقل ما يمكن تقديمه، نحن هنا لخدمتك."
709,Negative,"العميل: مرت أيام ولم تصلني البطاقة بعد.
الموظف: نأسف للتأخير، نتحقق من حالة الطلب فورًا."
710,Positive,"العميل: شكراً على المتابعة لحد ما استلمتها.
الموظف: هذا واجبنا، بالتوفيق."
711,Neutral,"العميل: مين اللي يسلمني البطاقة؟
الموظف: شركة الشحن حسب منطقتك."
712,Neutral,"العميل: متى يمكنني توقع استلام البطاقة؟
الموظف: خلال 5 إلى 7 أيام عمل من تاريخ الطلب."
713,Negative,"العميل: صار لي أسبوع وما وصلت البطاقة!
الموظف: آسفين، راح نشوف وين وصلت حالاً."
714,Positive,"العميل: التوصيل كان سريع والخدمة ممتازة.
الموظف: تسعدنا ملاحظتك، حياك الله."
715,Negative,"العميل: صار لي أسبوع وما وصلت البطاقة!
الموظف: آسفين، راح نشوف وين وصلت حالاً."
716,Negative,"العميل: وعدتوني بيومين، ولسه ما وصلت.
الموظف: نعتذر، وبنتابع مع مزود الخدمة."
717,Negative,"العميل: صار لي أسبوع وما وصلت البطاقة!
الموظف: آسفين، راح نشوف وين وصلت حالاً."
718,Neutral,"العميل: متى يمكنني توقع استلام البطاقة؟
الموظف: خلال 5 إلى 7 أيام عمل من تاريخ الطلب."
719,Neutral,"العميل: مين اللي يسلمني البطاقة؟
الموظف: شركة الشحن حسب منطقتك."
720,Neutral,"العميل: هل يتم إرسال البطاقة إلى عنوان المنزل؟
الموظف: نعم، إلى العنوان المسجل في النظام."
721,Negative,"العميل: صار لي أسبوع وما وصلت البطاقة!
الموظف: آسفين، راح نشوف وين وصلت حالاً."
722,Negative,"العميل: ما جاني أي اتصال من شركة الشحن.
الموظف: راح نرفع بلاغ ونتابع معهم."
723,Negative,"العميل: تأخر تسليم البطاقة عن الموعد المعلن.
الموظف: نعتذر عن ذلك، ونتابع مع شركة الشحن حالًا."
724,Neutral,"العميل: متى توصل البطاقة تقريبًا؟
الموظف: بين 5 و7 أيام عمل."
725,Negative,"العميل: لم أتلقَّ أي تحديث بخصوص البطاقة.
الموظف: نعتذر، وسنقوم بإبلاغك فور توفر المعلومات."
726,Positive,"العميل: أعجبني التحديث المستمر بحالة الشحنة.
الموظف: هذا أقل ما يمكن تقديمه، نحن هنا لخدمتك."
727,Positive,"العميل: وصلت البطاقة بدري عن اللي قلتوه.
الموظف: حلو! الحمدلله إنها وصلت بسرعة."
728,Neutral,"العميل: متى يمكنني توقع استلام البطاقة؟
الموظف: خلال 5 إلى 7 أيام عمل من تاريخ الطلب."
729,Negative,"العميل: وعدتوني بيومين، ولسه ما وصلت.
الموظف: نعتذر، وبنتابع مع مزود الخدمة."
730,Negative,"العميل: مرت أيام ولم تصلني البطاقة بعد.
الموظف: نأسف للتأخير، نتحقق من حالة الطلب فورًا."
731,Positive,"العميل: التوصيل كان سريع والخدمة ممتازة.
الموظف: تسعدنا ملاحظتك، حياك الله."
732,Positive,"العميل: أعجبني التحديث المستمر بحالة الشحنة.
الموظف: هذا أقل ما يمكن تقديمه، نحن هنا لخدمتك."
